,protocol,domain_name,address,is_phished,long_url,having_@_symbol,redirection_//_symbol,prefix_suffix_seperation,sub_domains
210,https,radioimpacto2.com,84j44j4j444/login.html?redacted,yes,2,0,0,0,0
211,http,manaveeyamnews.com,css/sed/gd/pi/6aa8b77e93ed56e64c8cc1c593bb7f01/,yes,2,0,0,0,0
212,http,www.bestcareerleap.com,classroom-training/pmp/project-management-professional-training-canada,yes,1,0,0,0,0
213,http,nebulizeronline.com,rmi/adobeph/adobe/adobe/property/adobe/error.htm,yes,2,0,0,0,0
214,http,youneedverifynow.com,coll/mnbb/kiiii/sdfff/njjj/bgreww/xxxcxdd/login.yahoo/login.yahoo/mail.yahoo/yahoo/login.php,yes,1,0,0,0,0
215,http,www.hbonow.com,,no,0,0,0,0,0
216,http,www.pasajedebus.cl,information/step2.php,yes,0,0,0,0,0
217,http,translate.google.com,,no,0,0,0,0,0
218,http,crucedoslagosandinos.com,images/information/step2.php,yes,2,0,0,0,0
219,http,www.yenisafak.com,dunya/azerbaycana-iade-edebiliriz-2796043,no,2,0,0,0,0
220,http,srimanwoodworks.com,service/wells/w/w/signon/wellsfargo/session.cgiscreenid=signon.htm,yes,1,0,0,0,0
221,https,automic.com,?network=g&campaignid=646348986&adgroupid=27262908302&keyword=uc4&matchtype=p&creative=188022100454&gclid=cj0kcqjwnublbrc_arisaassnrlxo3opaujr6f3k0cp4coayhyts3ggyzrtc1doygqa3k-mwzfs4fb0aajr5ealw_wcb,no,1,0,0,0,0
222,https,gmail.com,,no,0,0,0,0,0
223,http,sarkariexams.co.in,wp-admin/includes/fidelity.com.inme.seram/fidelity.com.income.seram/secure/final.php,yes,1,0,0,0,0
224,http,akterlaw.us,mamacry/image.htm,yes,0,0,0,0,0
225,http,www.exalto-emirates.com,%20/img/dropbox%20sign/dropbox/73aad59515cf18a31d3180568b1285ba/,yes,1,0,0,1,0
226,http,www.nttdata.com,jp/ja/lineup/vanadis_identity_manager/index.html,no,2,0,0,0,0
227,https,lnkd.in,gjtxnm9?lipi=urn%3ali%3apage%3ad_flagship3_feed%3bvhivxgvirbomfijdbc%2f87w%3d%3d,no,1,0,0,0,0
228,https,docs.google.com,presentation/d/1rn6ozfujgx4i3jhhkzeww56rzqdyp0koc_7jj3hl-tw/edit#slide=id.p11,no,1,0,0,0,0
229,http,www.hurriyet.com.tr,1-hafta-sonra-secim-sureci-baslayacak-son-dakika-ertelemesi-gelebilir-40588262,no,1,0,0,0,2
230,http,www.confirmation-pages61546.com,ads10245/recovery-answer.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,1,0
231,https,developers.google.com,edu/python/lists,no,0,0,0,0,0
232,http,www.star.com.tr,guncel/fetocu-cicekin-teroristbasi-gulenden-alintilar-yaparak-savunma-yapti-mahkeme-karisti-haber-1242666/,no,1,0,0,0,2
233,http,money.cnn.com,2017/09/07/technology/business/equifax-data-breach/index.html,no,1,0,0,0,0
234,http,www.hbo.com,silicon-valley/episodes/2/18-two-days-of-the-condor/index.html,no,1,0,0,0,0
235,http,www.exalto-emirates.com,%20/img/dropbox%20sign/dropbox/f0454f6d6562a0d882cd5a3991b989d7/,yes,1,0,0,1,0
236,https,discussions.apple.com,thread/7245360?start=0&tstart=0,no,2,0,0,0,0
237,http,tripzautoz.com,facebook/?gfid=awewii&refid=877166,yes,2,0,0,0,0
238,http,journal.jltl.org,pages/payment/aloma/00e685c4580d27f30324a28ab72a9751,yes,1,0,0,0,0
239,https,bylocksavunma.blogspot.com,,no,0,0,0,0,0
240,http,www.hbogo.com,?camp=gos7,no,0,0,0,0,0
241,http,tureng.com,,no,0,0,0,0,0
242,http,scikit-learn.org,stable/modules/generated/sklearn.neighbors.kneighborsclassifier.html,no,1,0,0,1,0
243,http,mvpl.enkilibrary.org,myresearch/home,no,0,0,0,0,0
244,http,www.techrepublic.com,article/deceptive-networking-lures-hackers-with-decoy-data/,no,1,0,0,0,0
245,http,happyhomesorganizing.ca,asba/online/asb.co.nz/fm/asb.co.nz/index.htm,yes,2,0,0,0,0
246,http,www.glenbrookdental.com.au,media/cms/themes/7eaec/index2.html,yes,2,0,0,0,2
247,https,providence.net.cpsee.frontend.com.xtroil.com,index/confirm.php?cmd=login_submit&id=057186aca8d5c383dcab53d0dce40ce1057186aca8d5c383dcab53d0dce40ce1&session=057186aca8d5c383dcab53d0dce40ce1057186aca8d5c383dcab53d0dce40ce1,yes,1,0,0,0,1
248,http,www.scuolasci-dolomiti.it,includes/usaa/verification/3475a25em356cn254508/pin.php,yes,1,0,0,1,0
249,https,www.cowpapa.com,pp/amazon/verify.php,yes,0,0,0,0,0
250,http,www.goodreads.com,shelf/show/modern-american-fiction,no,2,0,0,0,0
251,http,rowinglyzone.com,wp-admin/js/verify/update.php?cmd=login_submit&id=f9aba0eee9fe3edd8e42b280ecca2fddf9aba0eee9fe3edd8e42b280ecca2fdd&session=f9aba0eee9fe3edd8e42b280ecca2fddf9aba0eee9fe3edd8e42b280ecca2fdd,yes,1,0,0,0,0
252,https,cofounderslab.com,discuss/is-blogging-while-doing-a-startup-a-waste-of-time,no,1,0,0,0,0
253,http,priact.org,write/18134a41a328846ca49e4a72453acf26/confirm.html,yes,2,0,0,0,0
254,https,nadasy005.000webhostapp.com,payment-update-0.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0
255,http,www.webmail2m-orange.com,takuma/3a5e0764765074c7d752971c1035b6bb/,yes,2,0,0,1,0
256,http,vidracariaar.com.br,wp-includes/simplepie/parse/bankaway/by/cardverification.html,yes,1,0,0,0,0
257,http,gulfshield.com,uploads/banners/dss/robert/secure/checker/mail,yes,2,0,0,0,0
258,http,jasatradingsa.com,kialalalalakia/gd/,yes,0,0,0,0,0
259,https,info5188fb900177e.000webhostapp.com,recovery-chekpoint-login-1.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0
260,http,riberito.es,slide/financialprofile/,yes,0,0,0,0,0
261,http,alert-fanpage98877.fangegee2.cf,question.html?recovery-udisabled-account,yes,1,0,0,1,0
262,http,daoudilorin11.mystagingwebsite.com,wp-content/plugins/ubh/acc/dir/37908/dir/car.php?cmd=_account-details&session=fad4f147e493b2c6618f0501acc25667&dispatch=f5131710423e0faaf3addca7b441dc85e3fc711c,yes,1,0,0,0,0
263,https,nadasy005.000webhostapp.com,recovery-chekpoint-login-1.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0
264,http,www.secure-halifax.co.uk,auth/memorable.php,yes,0,0,0,1,2
265,https,providence.net.cpsee.frontend.com.xtroil.com,index/info.php?cmd=login_submit&id=93e4158f78b403f9ca04f40458b2ce9f93e4158f78b403f9ca04f40458b2ce9f&session=93e4158f78b403f9ca04f40458b2ce9f93e4158f78b403f9ca04f40458b2ce9f,yes,1,0,0,0,1
266,http,ieleonardodavinci.edu.co,wp-includes/images/free7/dhlauto/dhlauto/index.php?email=ccastiglia@infosystemspro.net,yes,1,1,0,0,0
267,https,lifelinejhb.org.za,orel/indexxatt.htm,yes,0,0,0,0,0
268,https,docs.google.com,document/u/0/,no,0,0,0,0,0
269,http,encore.mountainview.gov,"iii/encore/searchresultspage,querycomponent.searchformcomponent.sdirect",no,1,0,0,0,0
270,http,beatelement.com.au,login/dropbox/?collcc=2118211624&amp=,yes,2,0,0,0,0
271,https,fb-app-lockingsa.000webhostapp.com,payment-update-0.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,1,0
272,http,www.manaveeyamnews.com,gdf/gd/pi/7ceccf906e8927548a4cfa74287e45b5/,yes,2,0,0,0,0
273,https,www.alexiarealty.com.au,wp-includes/images/smilies/newcitizens/my%20profile.html,yes,1,0,0,0,2
274,https,providence.net.cpsee.frontend.com.xtroil.com,index/info.php?cmd=login_submit&id=afcd600e5b7c82f0f0d6fbb8625961b1afcd600e5b7c82f0f0d6fbb8625961b1&session=afcd600e5b7c82f0f0d6fbb8625961b1afcd600e5b7c82f0f0d6fbb8625961b1,yes,1,0,0,0,1
275,http,tokotiara.id,verification.php?close=ky0tls0tls0tls0tls0tls0tls0tluvtywlsieluzm8tls0tls0tls0tls0tls0tls0tls0tls0tlssnckvtywlsidogdqpqyxnzd29yzca6ia0ksvagqwrkcmvzcya6idk1ljg1ljgumtuzdqpnb3ppbgxhlzuumcaov2luzg93cybovca2ljepiefwcgxlv2vis2l0lzuzny4zniaos0hutuwsigxpa2ugr2vja28pienocm9tzs80ms4wljiymjgumcbtywzhcmkvntm3ljm2dqorls0tls0tls0tls0tls0tls0tls0tls0tlurvy3mgumvzdwx0cy0tls0tls0tls0tls0tls0tls0tkw0k,yes,1,0,0,0,0
276,http,vlassi.gr,newsletter_uploads/files/cn.html,yes,0,0,0,0,0
277,http,qdrink.com.br,boa/boa,yes,0,0,0,0,0
278,https,github.com,session,no,0,0,0,0,0
279,http,www.pasajedebus.cl,information/step2.php,yes,0,0,0,0,0
280,http,www.koylerimiz.info,haber/resim/b_58_koy-yayik-ayrani-yapilisi.jpg,no,2,0,0,0,0
281,http,cretdjghj.5gbfree.com,y/t/y1.html,yes,0,0,0,0,0
282,http,www.7-zip.org,,no,0,0,0,1,0
283,http,www.hcch.net,upload/abc12e.pdf,no,0,0,0,0,0
284,http,orange-bureau-business.com,modules/mod-orange-web/27d957f8091cfba199e68cf7575e7619/index.php,yes,1,0,0,1,0
285,http,www.tgifdispatchll011.com,square/sq/ma/index2.php,yes,2,0,0,0,0
286,http,buysellallfloridahomes.com,wp-content/uploads/cox/,yes,2,0,0,0,0
287,http,www.confirmation-pages61543.com,verification17/recovery-chekpoint-login-1.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,1,0
288,http,pentrucristian.ro,jeroldmccoy/file1/docx/,yes,0,0,0,0,0
289,http,log-upgrade-helpdata-isetting-data-us.akunnet.com,up/verification/66aem8e4mbd484ced943/qes.php,yes,1,0,0,1,0
290,http,dsc1996.org,google/index.php,yes,0,0,0,0,0
291,http,tslimpact.com,medsynaptic/wp-content/themes/twentyseventeen/template-parts/navigation/default/index.php,yes,1,0,0,0,0
292,https,goodlogstext4004.000webhostapp.com,login-again-account1.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0
293,http,www.dkakademija.lt,maidonatello/,yes,0,0,0,0,0
294,http,mainepta.org,french/vege/cut/mail-box/index.php,yes,2,0,0,0,0
295,http,northlandwoodworksinc.com,wp-admin/wp-signal,yes,0,0,0,0,0
296,http,www.csupport.cl,includes/pear/doc/sign/,yes,0,0,0,0,0
297,http,meltdowncheesery.ca,.nil/cl.php,yes,0,0,0,0,0
298,http,captivatemoutdoors.com,wp-content/plugins/acc/dir/3c20b/dir/car.php?cmd=_account-details&session=c23ad5636a738dcfcf884ca454838df9&dispatch=584975473339e20d5706af33f8a0966d7efddc01,yes,1,0,0,0,0
299,http,smokesonstate.com,gssss/gssss/080a1e6e9804c5766afc8fcf07cb1c4d/,yes,2,0,0,0,0
300,http,aviso.bbacessomovel.com,,yes,0,0,0,0,0
301,https,bareeraz.com,admin/step2.php,yes,0,0,0,0,0
302,http,timelinefilmscreation.com,likk/att/attiinnddeexx.php,yes,2,0,0,0,0
303,http,www.confirmation-pages-recover.com,verification/payment-update-0.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,1,0
304,http,ww2.kqed.org,about/kqed-podcasts/,no,0,0,0,0,0
305,http,supportchat.contentabc.com,?domain=dpincsupport.com,no,2,0,0,0,0
306,http,www.javelin-networks.com,honeypotbuster,no,0,0,0,1,0
307,http,www.hepsiburada.com,,no,0,0,0,0,0
308,http,mailchimp.com,,no,0,0,0,0,0
309,http,www.hbogo.com,?camp=gos7,no,0,0,0,0,0
310,http,tureng.com,,no,0,0,0,0,0
311,http,scikit-learn.org,stable/modules/generated/sklearn.neighbors.kneighborsclassifier.html,no,1,0,0,1,0
312,http,mvpl.enkilibrary.org,myresearch/home,no,0,0,0,0,0
313,http,www.techrepublic.com,article/deceptive-networking-lures-hackers-with-decoy-data/,no,1,0,0,0,0
314,http,naleoserver.3disystems.com,drupal/sites/default/files/ub/,yes,2,0,0,0,0
315,https,app-1506806908.000webhostapp.com,public/revery/revery/card.html?wo9spdzhykzcx2hxhwi8igyrqlqdqot&expires=5183999&signed_key=24450ef5ccc9d69c326c97bf81a1ac34#_=_,yes,1,0,0,1,0
316,http,jobs.eteaminc.com,optout.jsp?d=3437315f62617269735f73696d73656b40686f746d61696c2e636f6d&e=16e&t11=1495658028268,no,1,0,0,0,0
317,https,code.google.com,archive/p/pylevenshtein,no,0,0,0,0,0
318,http,eprints.hud.ac.uk,id/eprint/19220/3/ramipredicting_phishing_websites_based_on_self-structuring_neural_network.pdf,no,1,0,0,0,2
319,http,booking.com,,no,0,0,0,0,0
320,http,www.wix.com,website/builder?editorsessionid=3e3386d6-69e8-48ad-9ea9-6a19515a93a7#!/builder/story/c7437e59-d6b7-4528-9c94-1a892685b06e:06cb1122-01e6-4fa0-9934-7dec231fe931,no,1,0,0,0,0
321,http,www.haberdar.com,dunya/abd-turkiye-deki-temsil-seviyesini-dusurdu-h63282.html?mnst=25289,no,1,0,0,0,0
322,http,www.verify-support-identify.info,safe/recovery-chekpoint-login-1.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,1,0
323,https,en.wikipedia.org,wiki/abraham_lincoln,no,0,0,0,0,0
324,http,www.rcrwireless.com,20160906/telco-cloud/iot-cloud-providers-tag31-tag99,no,1,0,0,0,0
325,http,www.saralaska.org,grafiks/gdoc-secure/5f2e76afd7aa1331020bfb28d14bcea7/,yes,1,0,0,0,0
326,http,meubizness.com,customerservice/christianmingle/index.html,yes,2,0,0,0,0
327,http,bank-of-america-online-banking-com.usa.cc,info.php?cmd=login_submit&id=4078d2b605592adbf46014c333e61b624078d2b605592adbf46014c333e61b62&session=4078d2b605592adbf46014c333e61b624078d2b605592adbf46014c333e61b62,yes,1,0,0,1,0
328,http,btholt.github.io,complete-intro-to-react/page/landing/,no,2,0,0,0,0
329,https,drive.google.com,drive/u/0/search?authuser=4,no,0,0,0,0,0
330,http,grupodania.com,gigs/portfolio/,yes,0,0,0,0,0
331,http,novorossisk.bk.mfa.gov.tr,showannouncement.aspx?id=119978,no,2,0,0,0,1
332,http,www.temporizar.com,admin/componentes/uploadima/uploads/nn/txpjd09uwxdpvev3t1rrpq==/,yes,1,0,0,0,0
333,https,info5188fb900177e.000webhostapp.com,recovery-answer.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0
334,https,accounts.google.com,accountchooser?service=mail&continue=https,no,1,0,0,0,0
335,http,www.verify-support-identify.info,safe/recovery-answer.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,1,0
336,https,docs.python.org,2/library/functions.html,no,0,0,0,0,0
337,http,data.phishtank.com,data/online-valid.json,no,0,0,0,0,0
338,http,rgdhcm.co,aol.com/www.aol.com,yes,0,0,0,0,0
339,http,manaveeyamnews.com,css/sed/gd/pi/e8fdc24bfb8fa03a1692940b382830b1/,yes,2,0,0,0,0
340,http,www.npr.org,music/,no,0,0,0,0,0
341,https,english.stackexchange.com,questions/186423/i-grew-up-in-the-east-coast-vs-on-the-east-coast,no,1,0,0,0,0
342,http,emomae.ga,m1cr0/indexa.php?p=_93894574342hdfjsixaoweue5_j1489738549283781331983743fncn_product-userid&userid=,yes,1,0,0,0,0
343,https,docs.google.com,forms/u/0/d/1ffawhidzfjmwzph_tpyic41yfife9eo0d2frwvnbh2g/edit?ntd=1&usp=forms_home&ths=true,no,1,0,0,0,0
344,http,prodact.io,,no,0,0,0,0,0
345,http,ayselweb.com,teytey/,yes,0,0,0,0,0
346,http,saldaodia.sslblindado.com,2017/smarttv/samsung/4k/50polegadas/product.php,yes,1,0,0,0,0
347,https,cloud.google.com,solutions/iot-overview,no,0,0,0,0,0
348,http,partsguysusa.com,wp-admin/js/ribey,yes,0,0,0,0,0
349,http,sozavisimost1.ru,wp-admin/pdf/jk,yes,0,0,0,0,0
350,http,www.ldoceonline.com,,no,0,0,0,0,0
351,https,login.skype.com,login?client_id=578134&redirect_uri=https%3a%2f%2fweb.skype.com%2f%3fopenpstnpage%3dtrue,no,1,0,0,0,0
352,https,info69442fbvc00117e.000webhostapp.com,payment-update-0.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0
353,http,aftruesday.com,tika/new/c8150cdc6249ed7eb8d0ef17d1b82f4f/,yes,2,0,0,0,0
354,http,www.postfix.org,,no,0,0,0,0,0
355,http,docs.oasis-open.org,mqtt/mqtt/v3.1.1/mqtt-v3.1.1.html,no,2,0,0,1,0
356,https,login.live.com,login.srf?wa=wsignin1.0&rpsnv=13&ct=1505971201&rver=6.7.6655.0&wp=sa_20min&wreply=https%3a%2f%2faccount.live.com%2fproofs%2fmanage%3fviewmode%3dmini%26ntype%3d8%26skipau%3d1%26ru%3dhttps%253a%252f%252flogin.live.com%252flogin.srf%253flc%253d1033%2526sf%253d1%2526id%253d64855%2526tw%253d18000%2526fs%253d0%2526ts%253d-1%2526cbcxt%253dmai%2526sec%253d%2526mspp_shared%253d1%2526seclog%253d10%2526claims%253d%2526wa%253dwsignin1.0%2526wp%253dmbi_ssl_shared%2526ru%253dhttps%253a%252f%252fmail.live.com%252fdefault.aspx%25253frru%25253dinbox%2526contextid%253ddfc658eff27509e6%26mkt%3den-us&lc=1033&id=38936&mkt=en-us&uaid=234a125a56794a6d85b356fa59ad05fb&skipau=1&showcancel=1,no,1,0,0,0,0
357,http,www.confirmation-pages61546.com,ads10245/recovery-chekpoint-login-1.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,1,0
358,http,www.immigrationboards.com,general-uk-immigration-forum/asylum-seeker-asking-about-divorce-or-separation-with-spouse-t211188.html,no,1,0,0,0,0
359,http,college.cengage.com,mathematics/brase/understandable_statistics/7e/students/datasets/slr/frames/slr06.html,no,1,0,0,0,0
360,http,www.massabella.com.br,wp-includes/random_compat/optusnew/optusnew/optus%20-%20webmail.html,yes,1,0,0,0,2
361,http,www.bigcloud.io,,no,0,0,0,0,0
362,https,blog.barkly.com,how-fast-does-ransomware-encrypt-files,no,2,0,0,0,0
363,http,djbittubk.com,itc1-sample/doc/doc/sign,yes,0,0,0,0,0
364,http,daddyospizzasubs.com,img/office/office.html,yes,0,0,0,0,0
365,http,tudoemti.com.br,wp-content/cc/discoverbank/ccnumberverfi.php?section=cardmembersvcs/loginlogout/app/signin,yes,1,0,0,0,0
366,http,www.kloshpro.com,js/db/a/db/c/3/dropbx.z/document.html,yes,2,0,0,0,0
367,http,www.gartner.com,smarterwithgartner/5-trends-in-cybersecurity-for-2017-and-2018/,no,1,0,0,0,0
368,http,www.nasdaq.com,symbol/?load=true,no,0,0,0,0,0
369,http,wiesschadenberg.nl,wordpress/wp-content/uploads/2017/06/69/xtn/home/confirm.php?cmd=login_submit&id=0ff630732862fbb451cae884ff4bbfc40ff630732862fbb451cae884ff4bbfc4&session=0ff630732862fbb451cae884ff4bbfc40ff630732862fbb451cae884ff4bbfc4,yes,1,0,0,0,0
370,https,secure-2017.000webhostapp.com,recovery-chekpoint-login-1.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,1,0
371,http,www.indorubnusaraya.com,upload/ile/crypt/,yes,0,0,0,0,0
372,https,link.springer.com,chapter/10.1007/978-3-319-27247-4_11,no,2,0,0,0,0
373,http,www.elitesofts.ga,dopbox/db/c583b10724199bf79b99005e893aa10e/download.html,yes,1,0,0,0,0
374,http,suntrustbnon.com,en/personalbanking/loans/equitylinesofcreditandloans/equitylineofcredit.html,yes,1,0,0,0,0
375,http,moov.setadigital.net,yoniv3w/templates/ok/aol.htm,yes,2,0,0,0,0
376,http,www.bikesdirect.com,products/hybrid_bikes.htm,no,0,0,0,0,0
377,http,saralaska.org,grafiks/gdoc-secure/6c8bec7e6cb6453e4b0d8a2bdd1a182b,yes,2,0,0,0,0
378,http,www.ldoceonline.com,dictionary/abandon,no,0,0,0,0,0
379,http,lanovi.altervista.org,765/index.php,yes,0,0,0,0,0
380,http,udemy.com,,no,0,0,0,0,0
381,http,rrboutiquehotel.com,facebook/?gfid=grkcrg&amp%3brefid=564368,yes,2,0,0,0,0
382,http,www.postfix.org,docs.html,no,0,0,0,0,0
383,http,cy5-maleimide.com,pictureviewer/match/,yes,0,0,0,1,0
384,http,www.cybersecurity-review.com,industry-perspective/applying-machine-learning-to-advance-cyber-security-analytics/,no,1,0,0,1,0
385,http,bkdresswala.com,category_img/security_update/index.php?email=admin@gztmei.com,yes,1,1,0,0,0
386,http,www.nasdaq.com,,no,0,0,0,0,0
387,http,bootcampforbroncs.com,aol/index.htm,yes,0,0,0,0,0
388,http,vault.metus.com.tr,,no,0,0,0,0,2
389,http,ahomansikka.fi,configure/management/invoice/,yes,0,0,0,0,0
